Product ,Product Synonym,Combination,Route,Dose Form,Dose Qualification,Strength,Unit of Presentation,Immediate Packaging,Pack Size,Outer Packaging,Manufacturer,Brand,UC1,"UC2 
(Product)","UC3 
(Route)","UC4 
(form)","UC5 
(qualification)",UC6 (strength),"UC7 
(unit)",UC8 (immediate),"UC9 
(pack size)",UC10 (outer),UC11 (manufacturer),UC12 (brand),RxNav,WHO EML Product,WHO EML Item,NZULM,NZULM item,UNSPSC,,,,,,,,,,,,,
Methotrexate,,,Parenteral,Powder for reconstitution,,50mg,,,,,,,933f3f00,659774a5,aa350700,c5dbae00,,53a774bf,,,,,,,6851,"8.2.1, 29.2",8.2.1,10029041000116107,10027471000116103,51111610,,,,,,,,,,,,,
Methyldopa,,,Oral,Tablet,,250mg,,,,,,,933f3f00,24ab1f2b,d317fb00,b802d200,,4fb394bf,,,,,,,6876,12.3,12.3,10027361000116102,10027471000116103,51431803,,,,,,,,,,,,,
Methylergometrine Maleate,Methylergonovine,,Parenteral,Solution,,0.2mg per mL,1mL,,,,,,933f3f00,fbe3f704,e55e4d00,415b7200,,f3d46d00,4758543e,,,,,,84158,,,20015061000116103,20015081000116105,51182202,,,,,,,,,,,,,
Methylprednisolone,,,Parenteral,Suspension,,40mg per mL,1mL,,,,,,933f3f00,3e2994d9,38f7dc00,0e157c00,,da4e4f00,53b684bf,,,,,,6902,8.2.4,8.2.4,10020171000116105,,51422312,,,,,,,,,,,,,
Methylprednisolone,,,Parenteral,Suspension,,40mg per mL,5mL,,,,,,933f3f00,3e2994d9,38f7dc00,0e157c00,,da4e4f00,53bbe4bf,,,,,,6902,8.2.4,8.2.4,10020171000116105,,51422312,,,,,,,,,,,,,
Methylprednisolone,,,Parenteral,Suspension,,80mg per mL,1mL,,,,,,933f3f00,3e2994d9,38f7dc00,0e157c00,,14afd600,53c104bf,,,,,,6902,8.2.4,8.2.4,10020171000116105,,51422312,,,,,,,,,,,,,
Methylthioninium Chloride,Methylene Blue,,Parenteral,Solution,,10mg per mL, 10mL,,,,,,933f3f00,cb5d1b61,5b272f00,b8674100,,44ad0000,524a84bf,,,,,,6878,4.2,4.2,10436131000116104,24304951000116101,51172308,,,,,,,,,,,,,
Metoclopramide,,,Oral,Solution,,1mg per mL,5mL,,,,,,933f3f00,bb9e7e0c,5b072100,344d6000,,e997c300,485584bf,,,,,,6915,"2.3, 17.2","2.3, 17.2 ",10410151000116104,10410421000116104,51171806,,,,,,,,,,,,,
Metoclopramide,,,Oral,Tablet,,10mg,,,,,,,933f3f00,bb9e7e0c,5b072100,9436a300,,4876f4bf,,,,,,,6915,"2.3, 17.2","2.3, 17.2",10410151000116104,10410171000116106,51171806,,,,,,,,,,,,,
Metoclopramide,,,Parenteral,Solution,,5mg per mL,2mL,,,,,,933f3f00,bb9e7e0c,8da53600,0da37a00,,991c5500,4851d4bf,,,,,,6915,"2.3, 17.2","2.3, 17.2",10410151000116104,10410341000116100,51171806,,,,,,,,,,,,,
Metoprolol,,,Oral,Tablet,,100mg,,,,,,,933f3f00,37e44881,a146da00,23b23500,,53b164bf,,,,,,,6918,"12.1, 12.2, 12.3, 12.4",,10758321000116105,10401511000116103,51263139,,,,,,,,,,,,,
Metoprolol,,,Oral,Tablet,,50mg,,,,,,,933f3f00,37e44881,a146da00,23b23500,,53ac84bf,,,,,,,6918,"12.1, 12.2, 12.3, 12.4",,10758321000116105,10401381000116104,51263139,,,,,,,,,,,,,
Metronidazole,,,Oral,Suspension,,40mg per mL,100mL,,,,,,933f3f00,a1004adb,0f9c2400,a25a5700,,7fddc400,4fc7a4bf,,,,,,6922,"6.2.1, 6.5.1","6.2.1, 6.5.1",10286441000116107,10287031000116105,51282808,,,,,,,,,,,,,
Metronidazole,,,Oral,Tablet,,200mg,,,,,,,933f3f00,a1004adb,0f9c2400,d6abbe00,,4fcca4bf,,,,,,,6922,"6.2.1, 6.5.1","6.2.1, 6.5.1",10286441000116107,10286551000116109,51282808,,,,,,,,,,,,,
Metronidazole,,,Oral,Tablet,,400mg,,,,,,,933f3f00,a1004adb,0f9c2400,d6abbe00,,4fd164bf,,,,,,,6922,"6.2.1, 6.5.1","6.2.1, 6.5.1",10286441000116107,10286461000116108,51282808,,,,,,,,,,,,,
Metronidazole,,,Oral,Tablet,,500mg,,,,,,,933f3f00,a1004adb,0f9c2400,d6abbe00,,4fffc4bf,,,,,,,6922,"6.2.1, 6.5.1","6.2.1, 6.5.1",10286441000116107,,51282808,,,,,,,,,,,,,
Metronidazole,,,Parenteral,Solution,,5mg per mL,100ml,,,,,,933f3f00,a1004adb,61491dca,e0157700,,71fa5e00,4fd604bf,,,,,,6922,"6.2.1, 6.5.1","6.2.1, 6.5.1",10286441000116107,"10286631000116103, 24299721000116101, 46461991000116105",51282808,,,,,,,,,,,,,
Metronidazole,,,Rectal,Suppository,,1g,,,,,,,933f3f00,a1004adb,a4138900,6cc82800,,4fc154bf,,,,,,,6922,"6.2.1, 6.5.1",6.2.1,10286441000116107,10286871000116100,51282808,,,,,,,,,,,,,
Metronidazole,,,Rectal,Suppository,,500mg,,,,,,,933f3f00,a1004adb,a4138900,6cc82800,,4ff9d4bf,,,,,,,6922,"6.2.1, 6.5.1",6.2.1,10286441000116107,10286951000116104,51282808,,,,,,,,,,,,,
Miconazole,,,Topical,Cream,,2%,15g,,,,,,933f3f00,592834d0,2fe64b00,7ed7e200,,487b14bf,d4a7a900,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Cream,,2%,25g,,,,,,933f3f00,592834d0,2fe64b00,7ed7e200,,487b14bf,d38bc800,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Cream,,2%,30g,,,,,,933f3f00,592834d0,2fe64b00,7ed7e200,,487b14bf,121b6b00,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Cream,,2%,50g,,,,,,933f3f00,592834d0,2fe64b00,7ed7e200,,487b14bf,94b88200,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Cream,,2%,70g,,,,,,933f3f00,592834d0,2fe64b00,7ed7e200,,487b14bf,81fd3d00,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Ointment,,2%,15g,,,,,,933f3f00,592834d0,2fe64b00,f91f1d00,,4f8aa4bf,cadb0c00,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Miconazole,,,Topical,Ointment,,2%,90g,,,,,,933f3f00,592834d0,2fe64b00,f91f1d00,,4f8aa4bf,6e3d9f00,,,,,,6932,13.1,13.1,10196691000116103,,51302320,,,,,,,,,,,,,
Midazolam,,,Buccal,Solution,,10mg per mL,1mL,,,,,,933f3f00,fe76247c,2a1d3e00,8c08f100,,fa21e600,506ce4bf,,,,,,6960,"1.3, 2.3, 5",5,10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Buccal,Solution,,5mg per mL,1mL,,,,,,933f3f00,fe76247c,2a1d3e00,8c08f100,,ac2f9000,503dc4bf,,,,,,6960,"1.3, 2.3, 5",5,10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Oral,Solution,,2mg per mL,5mL,,,,,,933f3f00,fe76247c,616e7f00,7c0f4600,,501524bf,7fe34400,,,,,,6960,"1.3, 2.3, 5","1.3, 2.3",10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Oral,Tablet,,15mg,,,,,,,933f3f00,fe76247c,616e7f00,ac87f000,,5071e4bf,,,,,,,6960,"1.3, 2.3, 5","1.3, 2.3",10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Oral,Tablet,,7.5mg,,,,,,,933f3f00,fe76247c,616e7f00,ac87f000,,5047e4bf,,,,,,,6960,"1.3, 2.3, 5","1.3, 2.3",10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Parenteral,Solution,,1mg per mL,2mL,,,,,,933f3f00,fe76247c,c4f56c00,b1501300,,7f172500,500f74bf,,,,,,6960,"1.3, 2.3, 5","1.3, 2.3, 5",10369831000116101,,51401538,,,,,,,,,,,,,
Midazolam,,,Parenteral,Solution,,5mg per mL,1mL,,,,,,933f3f00,fe76247c,c4f56c00,b1501300,,bbba8a00,503834bf,,,,,,6960,"1.3, 2.3, 5",2.3,10369831000116101,44036591000116102,51401538,,,,,,,,,,,,,
Mifepristone,,,,,,,,,,,,,933f3f00,0gp48089,,,,,,,,,,,6964,,,10464201000116102,,51351613,,,,,,,,,,,,,
Mifepristone/Misoprostol,,0gp48089/a8a8120b,Oral,Tablet,,200mg/200mcg,,,,,,,933f3f00,c3efcce1,09c6f300,a5d5ea00,,50d804bf,,,,,,,,22.3,22.3,,,,,,,,,,,,,,,,
Miltefosine,,,Oral,Capsule,,10mg,,,,,,,933f3f00,23f08855,e6450500,5723b400,,50f6b4bf,,,,,,,1494066,6.5.2,6.5.2,,,51101668,,,,,,,,,,,,,
Miltefosine,,,Oral,Capsule,,50mg,,,,,,,933f3f00,23f08855,e6450500,5723b400,,50fc34bf,,,,,,,1494066,6.5.2,6.5.2,,,51101668,,,,,,,,,,,,,
Misoprostol,,,Oral,Tablet,,200mcg,,,,,,,933f3f00,a8a8120b,1e03a700,6cefce00,,51f324bf,,,,,,,42331,22.3,22.3,10233281000116100,10233301000116104,51182214,,,,,,,,,,,,,
Misoprostol,,,Vaginal,Tablet,,25mcg,,,,,,,933f3f00,a8a8120b,1e03a700,6cefce00,,51e824bf,,,,,,,42331,22.3,22.3,10233281000116100,,51182214,,,,,,,,,,,,,
Morphine Hydrochloride,,,Oral,Tablet,Extended-release,100mg,,,,,,,933f3f00,1d2a0860,c36f8100,c5875900,a5277100,538404bf,,,,,,,235751,"1.3, 2.2",2.2,10361001000116102,,51372031,,,,,,,,,,,,,
Morphine Hydrochloride,,,Oral,Tablet,Extended-release,10mg,,,,,,,933f3f00,1d2a0860,c36f8100,c5875900,a5277100,534684bf,,,,,,,235751,"1.3, 2.2",2.2,10361001000116102,,51372031,,,,,,,,,,,,,
Morphine Hydrochloride,,,Oral,Tablet,Extended-release,200mg,,,,,,,933f3f00,1d2a0860,c36f8100,c5875900,a5277100,5392f4bf,,,,,,,235751,"1.3, 2.2",2.2,10361001000116102,,51372031,,,,,,,,,,,,,
Morphine Hydrochloride,,,Oral,Tablet,Extended-release,30mg,,,,,,,933f3f00,1d2a0860,c36f8100,c5875900,a5277100,536554bf,,,,,,,235751,"1.3, 2.2",2.2,10361001000116102,,51372031,,,,,,,,,,,,,
Morphine Hydrochloride,,,Oral,Tablet,Extended-release,60mg,,,,,,,933f3f00,1d2a0860,c36f8100,c5875900,a5277100,537474bf,,,,,,,235751,"1.3, 2.2",2.2,10361001000116102,,51372031,,,,,,,,,,,,,
Morphine Hydrochloride,,,Parenteral,Solution,,10mg per mL,1mL,,,,,,933f3f00,1d2a0860,92ad1600,fd2d5400,,da66c700,52dd64bf,,,,,,235751,"1.3, 2.2","1.3, 2.2",10361001000116102,46071111000116102,51372031,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Granules,,100mg,,,,,,,933f3f00,25196461,69789b00,bf60f200,,537ec4bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Granules,,200mg,,,,,,,933f3f00,25196461,69789b00,bf60f200,,538e24bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Granules,,20mg,,,,,,,933f3f00,25196461,69789b00,bf60f200,,535b54bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Granules,,30mg,,,,,,,933f3f00,25196461,69789b00,bf60f200,,536054bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Granules,,60mg,,,,,,,933f3f00,25196461,69789b00,bf60f200,,536f54bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Solution,,10mg per mL,,,,,,,933f3f00,25196461,69789b00,6fc3ed00,,ab6105dd,,,,,,,30236,"1.3, 2.2",,10361001000116102,10617071000116108,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Solution,,2mg per mL,100mL,,,,,,933f3f00,25196461,69789b00,6fc3ed00,,5340d4bf,d604f700,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Solution,,2mg per mL,250mL,,,,,,933f3f00,25196461,69789b00,6fc3ed00,,5340d4bf,ae2bde00,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Solution,,2mg per mL,300mL,,,,,,933f3f00,25196461,69789b00,6fc3ed00,,5340d4bf,c6132900,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Solution,,2mg per mL,500mL,,,,,,933f3f00,25196461,69789b00,6fc3ed00,,5340d4bf,0d494800,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,100mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,538924bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10366611000116100,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,10mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,534b94bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10651301000116104,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,15mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,535634bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,200mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,5397f4bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10473371000116109,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,30mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,536a64bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10366451000116104,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Extended-release,60mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,9c35d900,5379b4bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10366531000116105,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Oral,Tablet,Immediate-release,10mg,,,,,,,933f3f00,25196461,69789b00,b846fc00,37cedf12,533194bf,,,,,,,30236,"1.3, 2.2",2.2,10361001000116102,10366371000116102,51372036,,,,,,,,,,,,,
Morphine Sulfate,,,Parenteral,Solution,,10mg per mL,1mL,,,,,,933f3f00,25196461,5bacb800,2c466e00,,aa037900,52f844bf,,,,,,30236,"1.3, 2.2","1.3, 2.2",10361001000116102,10446531000116106,51372036,,,,,,,,,,,,,
Mother and Child Registration Book,,,,,,,1,,,,,,77fcbb00,ea862c7b9,,,,,18c19caf,,,,,,,,,,,,,,,,,,,,,,,,
Mupirocin,,,Topical,Cream,,2%,15g,,,,,,933f3f00,08ab0ff3,81b9cf00,2c6d5600,,52a514bf,46b85800,,,,,,42372,13.2,13.2,10087371000116101,,51286501,,,,,,,,,,,,,
Mupirocin,,,Topical,Ointment,,2%,15g,,,,,,933f3f00,08ab0ff3,81b9cf00,472ec100,,52bf34bf,ded5bb00,,,,,,42372,13.2,13.2,10087371000116101,,51286501,,,,,,,,,,,,,
Mupirocin,,,Topical,Ointment,,2%,3g,,,,,,933f3f00,08ab0ff3,81b9cf00,472ec100,,52bf34bf,bbc99200,,,,,,42372,13.2,13.2,10087371000116101,,51286501,,,,,,,,,,,,,
Mupirocin,,,Topical,Ointment,,2%,5g,,,,,,933f3f00,08ab0ff3,81b9cf00,472ec100,,52bf34bf,650a0d00,,,,,,42372,13.2,13.2,10087371000116101,,51286501,,,,,,,,,,,,,
N96 Mask,,,,,,,1,,,,,,77fcbb00,c03125208,,,,,8f2645da,,,,,,,,,,,,,,,,,,,,,,,,
Naloxone,,,Parenteral,Solution,,400mcg per mL,1mL,,,,,,933f3f00,5668c8be,fa9b4300,18f49c00,,9e30ef00,541264bf,,,,,,7242,4.2,4.2,10452871000116108,"24308091000116101, 10452891000116107",51142302,,,,,,,,,,,,,
Neostigmine,,,Oral,Tablet,,15mg,,,,,,,933f3f00,54eb4161,9e3bd500,4e7f4400,,544364bf,,,,,,,7315,20,20,10761531000116103,,51151512,,,,,,,,,,,,,
Neostigmine,,,Parenteral,Solution,,2.5mg per mL,1mL,,,,,,933f3f00,54eb4161,4898fa00,1b87f600,,ac5ee100,543fc4bf,,,,,,7315,20,20,10761531000116103,10477591000116109,51151512,,,,,,,,,,,,,
Neostigmine,,,Parenteral,Solution,,500mcg per ml,1mL,,,,,,933f3f00,54eb4161,4898fa00,1b87f600,,4f462000,544884bf,,,,,,7315,20,20,10761531000116103,,51151512,,,,,,,,,,,,,
Nevirapine,NVP,,Oral,Suspension,,10mg per mL,240mL,,,,,,933f3f00,9609a814,da30f700,51a7de00,,164c6300,545714bf,,,,,,53654,6.4.2.2,6.4.2.2,10728471000116104,10728581000116101,51343002,,,,,,,,,,,,,
Nevirapine,NVP,,Oral,Tablet,Dispersible,50mg,,,,,,,933f3f00,9609a814,da30f700,cb9f2900,2ca54800,545ab4bf,,,,,,,53654,6.4.2.2,6.4.2.2,10728471000116104,,51343002,,,,,,,,,,,,,
Nevirapine,NVP,,Oral,Tablet,,200mg,,,,,,,933f3f00,9609a814,da30f700,cb9f2900,,545e34bf,,,,,,,53654,6.4.2.2,6.4.2.2,10728471000116104,,51343002,,,,,,,,,,,,,
Niclosamide,,,Oral,Tablet,Chewable,500mg,,,,,,,933f3f00,b02efbfa,4cceeb00,7e4cbd00,73ec8c00,53ef24bf,,,,,,,7402,6.1.1,,,,51451907,,,,,,,,,,,,,
Nicotinamide,Niacinamide,,Oral,Tablet,,50mg,,,,,,,933f3f00,c0d60942,99091f00,07bf6600,,53f404bf,,,,,,,7405,6.1.1,6.1.1,,,51191920,,,,,,,,,,,,,
Nicotine replacement therapy,NRT,,Oral,Gum,,2mg,,,,,,,933f3f00,6ee717ac,22b91000,53b39300,,542e14bf,,,,,,,7407,24.5,24.5,10316091000116104,10459171000116106,85921010,,,,,,,,,,,,,
Nicotine replacement therapy,NRT,,Oral,Gum,,4mg,,,,,,,933f3f00,6ee717ac,22b91000,53b39300,,543394bf,,,,,,,7407,24.5,24.5,10316091000116104,10316361000116106,85921010,,,,,,,,,,,,,
Nicotine replacement therapy,NRT,,Transdermal,Patch,,5mg per 16hr,,,,,,,933f3f00,6ee717ac,c2900a00,a096a500,,543834bf,,,,,,,7407,24.5,24.5,10316091000116104,10459331000116107,85921010,,,,,,,,,,,,,
Nicotine replacement therapy,NRT,,Transdermal,Patch,,7mg per 24hr,,,,,,,933f3f00,6ee717ac,c2900a00,a096a500,,543c04bf,,,,,,,7407,24.5,24.5,10316091000116104,10460311000116100,85921010,,,,,,,,,,,,,
Nifedipine,,,Oral,Capsule,Immediate-release,10mg,,,,,,,933f3f00,2b9706b7,f6aed400,d3e24700,726z2615,53fc34bf,,,,,,,7417,22.4,22.4,10017291000116105,10017631000116107,51433903,,,,,,,,,,,,,
Nifedipine,,,Oral,Tablet,Immediate-release,20mg,,,,,,,933f3f00,2b9706b7,f6aed400,8dd3ee00,3c6z5111,4764143e,,,,,,,7417,22.4,,10017291000116105,,51433903,,,,,,,,,,,,,
Nifurtimox,,,Oral,Tablet,,120mg,,,,,,,933f3f00,23290191,9b5af900,30b1d800,,5406a4bf,,,,,,,7421,"6.5.5.1, 6.5.5.2","6.5.5.1, 6.5.5.2",,,51101673,,,,,,,,,,,,,
Nifurtimox,,,Oral,Tablet,,250mg,,,,,,,933f3f00,23290191,9b5af900,30b1d800,,540d54bf,,,,,,,7421,"6.5.5.1, 6.5.5.2",6.5.5.2,,,51101673,,,,,,,,,,,,,
Nifurtimox,,,Oral,Tablet,,30mg,,,,,,,933f3f00,23290191,9b5af900,30b1d800,,5401b4bf,,,,,,,7421,"6.5.5.1, 6.5.5.2",6.5.5.2,,,51101673,,,,,,,,,,,,,
Nitric Oxide,,,Inhalation,Gas,,800ppm,1963L,,,,,,933f3f00,5453a4bf,5d516a00,0dd28500,,f67b3400,fdfd2700,,,,,,7442,,,,,,,,,,,,,,,,,,
Nitric Oxide,,,Inhalation,Gas,,800ppm,353L,,,,,,933f3f00,5453a4bf,5d516a00,0dd28500,,f67b3400,014cd900,,,,,,7442,,,,,,,,,,,,,,,,,,
Nitrofurantoin,,,Oral,Suspension,,5mg per mL,300mL,,,,,,933f3f00,c8ec07e6,e6e93b00,518f1200,,a2059a00,544c74bf,,,,,,7454,6.2.1,6.2.1,10331441000116100,,51285307,,,,,,,,,,,,,
Nitrofurantoin,,,Oral,Tablet,,100mg,,,,,,,933f3f00,c8ec07e6,e6e93b00,99b98d00,,545014bf,,,,,,,7454,6.2.1,6.2.1,10331441000116100,10461631000116106,51285307,,,,,,,,,,,,,
Non-Surgical Mask,,,,,,,1,,,,,,77fcbb00,a8c13a752,,,,,4b1585da,,,,,,,,,,,,,,,,,,,,,,,,
Norethisterone,Norethindrone,,,,,,,,,,,,933f3f00,422942rn,,,,,,,,,,,7514,,,10485861000116104,,51352008,,,,,,,,,,,,,
Norethisterone Enanthate,Norethindrone Enathate,,Parenteral,Solution ,,200mg per mL,1mL,,,,,,933f3f00,8aa625db,98e61c00,8c75f500,,9450e400,542a34bf,,,,,,31984,22.1.2,22.1.2,,,,,,,,,,,,,,,,
Normal Immunoglobulin,Immunoglobulin G,,Parenteral,Solution ,Intramuscular,160mcg per mL [16%],1mL,,,,,,933f3f00,3192bc8a,c45c6f00,d73c1700,45364bah,25f8e800,5423a4bf,,,,,,5666,11.2.1,11.2.1,29573051000116109,,,,,,,,,,,,,,,
Normal Immunoglobulin,Immunoglobulin G,,Parenteral,Solution ,Subcutaneous,,1mL,,,,,,933f3f00,3192bc8a,c45c6f00,d73c1700,45k64bah,b7540b00,542704bf,,,,,,5666,11.2.1,11.2.1,29573051000116109,,,,,,,,,,,,,,,
Normal Immunoglobulin,Immunoglobulin G,,Parenteral,Solution ,,100mcg per mL [10%],1mL,,,,,,933f3f00,3192bc8a,c45c6f00,d73c1700,,ef067e00,541ce4bf,,,,,,5666,11.2.1,11.2.1,29573051000116109,,,,,,,,,,,,,,,
Normal Immunoglobulin,Immunoglobulin G,,Parenteral,Solution ,,50mcg per mL [5%],1mL,,,,,,933f3f00,3192bc8a,c45c6f00,d73c1700,,cf8ea200,541764bf,,,,,,5666,11.2.1,11.2.1,29573051000116109,,,,,,,,,,,,,,,
Nystatin,,,Oral,Lozenge,,100000IU,,,,,,,933f3f00,119af09f,b7057600,f7e65800,,5493f4bf,,,,,,,7597,6.3,6.3,10448851000116102,,51302404,,,,,,,,,,,,,
Nystatin,,,Oral,Suspension,,100000IU per mL,24mL,,,,,,933f3f00,119af09f,b7057600,90b26400,,549744bf,d9622c00,,,,,,7597,6.3,6.3,10448851000116102,10448871000116109,51302404,,,,,,,,,,,,,
Nystatin,,,Oral,Suspension,,100000IU per mL,30mL,,,,,,933f3f00,119af09f,b7057600,90b26400,,549744bf,c7283f00,,,,,,7597,6.3,6.3,10448851000116102,,51302404,,,,,,,,,,,,,
Nystatin,,,Oral,Suspension,,10mg per mL,5mL,,,,,,933f3f00,119af09f,b7057600,90b26400,,51fadd00,549034bf,,,,,,7597,6.3,6.3,10448851000116102,,51302404,,,,,,,,,,,,,
Nystatin,,,Oral,Tablet,,100000IU,,,,,,,933f3f00,119af09f,b7057600,6a73fe00,,548af4bf,,,,,,,7597,6.3,6.3,10448851000116102,,51302404,,,,,,,,,,,,,
Nystatin,,,Oral,Tablet,,500000IU,,,,,,,933f3f00,119af09f,b7057600,6a73fe00,,549d54bf,,,,,,,7597,6.3,6.3,10448851000116102,10449281000116102,51302404,,,,,,,,,,,,,
Nystatin,,,Vaginal,Pessary,,100000IU,,,,,,,933f3f00,119af09f,420fe300,8cbb1a00,,549a54bf,,,,,,,7597,6.3,6.3,10448851000116102,10449441000116107,51302404,,,,,,,,,,,,,
Ofloxacin,,,Eye,Drop,,0.3%,5mL,,,,,,933f3f00,80448410,afe66100,c2afa000,,54a084bf,61e20600,,,,,,7623,21.1,21.1,,,51282956,,,,,,,,,,,,,
Ombitasvir/Paritaprevir/Ritonavir,,,Oral,Tablet,,12.5mg/75mg/50mg,,,,,,,933f3f00,93ba1cae,59bac900,f8d26800,,54e6f4bf,,,,,,,1597378,6.4.4.2.2,6.4.4.2.2,45055431000116104,45055551000116108,,,,,,,,,,,,,,
Omeprazole,,,Oral,Powder for reconstitution,,20mg,,Sachet,,,,,933f3f00,48d6808a,0833ac00,60b3bf00,,32b03300,,54b034bf,,,,,7646,17.1,17.1,10213701000116108,,51171909,,,,,,,,,,,,,
Omeprazole,,,Oral,Powder for reconstitution,,40mg,,Sachet,,,,,933f3f00,48d6808a,0833ac00,60b3bf00,,601a2a00,,54da44bf,,,,,7646,17.1,17.1,10213701000116108,45476101000116100,51171909,,,,,,,,,,,,,
Omeprazole,,,Oral,Tablet,,10mg,,,,,,,933f3f00,48d6808a,0833ac00,233f8600,,54ace4bf,,,,,,,7646,17.1,17.1,10213701000116108,20043591000116109,51171909,,,,,,,,,,,,,
Omeprazole,,,Oral,Tablet,,20mg,,,,,,,933f3f00,48d6808a,0833ac00,a7783100,,54b344bf,,,,,,,7646,17.1,17.1,10213701000116108,"45066011000116100, 20058711000116104",51171909,,,,,,,,,,,,,
Omeprazole,,,Oral,Tablet,,40mg,,,,,,,933f3f00,48d6808a,0833ac00,273a3000,,54dff4bf,,,,,,,7646,17.1,17.1,10213701000116108,10253071000116109,51171909,,,,,,,,,,,,,
Omeprazole,,,Parenteral,Powder for reconstitution,,40mg,,,,,,,933f3f00,48d6808a,84c78b00,770a5d00,,54d634bf,,,,,,,7646,17.1,17.1,10213701000116108,10402501000116109,51171909,,,,,,,,,,,,,
Ondansetron,,,Oral,Solution,,800mcg per mL,50mL,,,,,,933f3f00,0b4b63a0,b3d0e700,6bbe9900,,9590b100,54eea4bf,,,,,,26225,"2.3, 17.2","2.3, 17.2",10497011000116104,,51171816,,,,,,,,,,,,,
Ondansetron,,,Oral,Tablet,,24mg,,,,,,,933f3f00,0b4b63a0,b3d0e700,5606f800,,54f8a4bf,,,,,,,26225,"2.3, 17.2",17.2,10497011000116104,,51171816,,,,,,,,,,,,,
Ondansetron,,,Oral,Tablet,,4mg,,,,,,,933f3f00,0b4b63a0,b3d0e700,b369db00,,54f204bf,,,,,,,26225,"2.3, 17.2",17.2,10497011000116104,"10516021000116104, 44281321000116102",51171816,,,,,,,,,,,,,
Ondansetron,,,Oral,Tablet,,8mg,,,,,,,933f3f00,0b4b63a0,b3d0e700,368d3200,,54f554bf,,,,,,,26225,"2.3, 17.2",17.2,10497011000116104,"10516111000116109, 44281481000116109",51171816,,,,,,,,,,,,,
